epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,1363.31,0.13906,0.12927,0.77743,0.99766,1,0.995,0.99462,0.08159,0.09005,0.81649,7.71034e-05,7.71034e-05,7.71034e-05
190,1369.86,0.13915,0.13102,0.77329,0.99781,1,0.995,0.995,0.0823,0.09282,0.81626,7.1604e-05,7.1604e-05,7.1604e-05
191,1379.83,0.128,0.12291,0.7691,0.99767,1,0.995,0.995,0.08656,0.13819,0.81959,6.61045e-05,6.61045e-05,6.61045e-05
192,1387.87,0.12651,0.11655,0.7649,0.99734,1,0.995,0.99477,0.07935,0.11672,0.81601,6.06051e-05,6.06051e-05,6.06051e-05
193,1394.45,0.11845,0.10867,0.765,0.99751,1,0.995,0.99483,0.09412,0.13356,0.81912,5.51056e-05,5.51056e-05,5.51056e-05
194,1402.03,0.11666,0.10516,0.7676,0.99698,1,0.995,0.995,0.09155,0.11953,0.81822,4.96062e-05,4.96062e-05,4.96062e-05
195,1408.53,0.11656,0.10898,0.77223,0.99707,1,0.995,0.99425,0.08468,0.12555,0.8181,4.41067e-05,4.41067e-05,4.41067e-05
196,1416.03,0.11518,0.10808,0.76879,0.99704,1,0.995,0.99482,0.08677,0.12131,0.81724,3.86073e-05,3.86073e-05,3.86073e-05
197,1422.82,0.11504,0.10294,0.7638,0.99699,1,0.995,0.99482,0.08818,0.12489,0.81763,3.31078e-05,3.31078e-05,3.31078e-05
198,1430.33,0.11158,0.10355,0.76247,0.99712,1,0.995,0.99482,0.08495,0.12146,0.81737,2.76084e-05,2.76084e-05,2.76084e-05
199,1436.71,0.10905,0.10275,0.7604,0.99704,1,0.995,0.99472,0.09194,0.11661,0.81758,2.21089e-05,2.21089e-05,2.21089e-05
200,1444.31,0.10872,0.09852,0.76143,0.99705,1,0.995,0.99362,0.08529,0.09714,0.81699,1.66095e-05,1.66095e-05,1.66095e-05
