epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,1439.21,0.17831,0.19018,0.78145,0.99813,1,0.995,0.99428,0.14033,0.18987,0.74378,0.0007737,0.0007737,0.0007737
94,1454.04,0.17356,0.19077,0.78088,0.99769,1,0.995,0.995,0.11072,0.1485,0.7333,0.000770034,0.000770034,0.000770034
95,1469.21,0.16593,0.18386,0.78053,0.99628,1,0.995,0.995,0.12192,0.12421,0.7368,0.000766368,0.000766368,0.000766368
96,1484.23,0.16877,0.18299,0.77841,0.99637,1,0.995,0.995,0.10023,0.13123,0.75073,0.000762702,0.000762702,0.000762702
97,1499.98,0.16432,0.1802,0.78032,0.99819,1,0.995,0.995,0.10494,0.13825,0.75038,0.000759035,0.000759035,0.000759035
98,1514.73,0.17607,0.18702,0.77651,0.99794,1,0.995,0.995,0.10831,0.16154,0.74929,0.000755369,0.000755369,0.000755369
99,1530.04,0.16565,0.18296,0.77685,0.99781,1,0.995,0.995,0.1008,0.15461,0.76144,0.000751703,0.000751703,0.000751703
100,1544.92,0.16328,0.18168,0.78087,0.99758,1,0.995,0.995,0.11269,0.15911,0.76,0.000748036,0.000748036,0.000748036
101,1559.96,0.1631,0.18226,0.78371,0.99808,1,0.995,0.995,0.11027,0.15,0.76266,0.00074437,0.00074437,0.00074437
102,1575.21,0.16293,0.18242,0.78615,0.99861,1,0.995,0.995,0.099,0.14612,0.77192,0.000740704,0.000740704,0.000740704
103,1590.19,0.16125,0.17611,0.78311,0.99891,1,0.995,0.995,0.10307,0.13882,0.76531,0.000737037,0.000737037,0.000737037
104,1605.05,0.15647,0.1765,0.78449,0.99627,1,0.995,0.995,0.09265,0.14479,0.75137,0.000733371,0.000733371,0.000733371
105,1620.16,0.1586,0.17635,0.78385,0.99062,1,0.995,0.995,0.09695,0.14283,0.74358,0.000729705,0.000729705,0.000729705
106,1635.61,0.15978,0.17702,0.78494,0.99792,1,0.995,0.995,0.11296,0.143,0.74121,0.000726038,0.000726038,0.000726038
107,1650.57,0.16274,0.18252,0.78019,0.99797,1,0.995,0.995,0.08902,0.16053,0.74496,0.000722372,0.000722372,0.000722372
108,1666.08,0.16265,0.18138,0.78415,0.99801,1,0.995,0.99478,0.1353,0.18331,0.7403,0.000718706,0.000718706,0.000718706
109,1680.97,0.16129,0.17823,0.7801,0.99755,1,0.995,0.995,0.09833,0.15664,0.74286,0.00071504,0.00071504,0.00071504
110,1696.24,0.15542,0.17706,0.78251,0.9981,1,0.995,0.99477,0.10477,0.14514,0.74371,0.000711373,0.000711373,0.000711373
111,1711.33,0.15516,0.17167,0.77488,0.99782,1,0.995,0.995,0.09101,0.13733,0.75367,0.000707707,0.000707707,0.000707707
112,1726.49,0.15915,0.17772,0.77818,0.99789,1,0.995,0.995,0.09948,0.12424,0.75278,0.000704041,0.000704041,0.000704041
113,1741.76,0.15884,0.16998,0.7745,0.9984,1,0.995,0.995,0.0916,0.09878,0.75796,0.000700374,0.000700374,0.000700374
114,1757.02,0.15932,0.17703,0.77823,0.99735,1,0.995,0.995,0.09267,0.13373,0.75197,0.000696708,0.000696708,0.000696708
115,1772.23,0.1515,0.17204,0.78109,0.99766,1,0.995,0.995,0.10046,0.14347,0.76998,0.000693042,0.000693042,0.000693042
116,1787.49,0.14875,0.16737,0.77968,0.99778,1,0.995,0.995,0.09247,0.15318,0.77709,0.000689376,0.000689376,0.000689376
