epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,1250.47,0.22795,0.21634,0.7855,0.99713,1,0.995,0.98926,0.1543,0.14698,0.83322,0.000425402,0.000425402,0.000425402
189,1258.05,0.22975,0.22294,0.7812,0.99717,1,0.995,0.98856,0.15779,0.14469,0.8335,0.000421736,0.000421736,0.000421736
190,1263.98,0.21065,0.20744,0.77104,0.99682,1,0.995,0.9925,0.14348,0.13831,0.83174,0.000418069,0.000418069,0.000418069
191,1271.23,0.22577,0.22179,0.77884,0.99708,1,0.995,0.98722,0.17133,0.1469,0.83309,0.000414403,0.000414403,0.000414403
192,1277.48,0.21919,0.21538,0.7726,0.99768,1,0.995,0.98972,0.15353,0.14382,0.83238,0.000410737,0.000410737,0.000410737
193,1284.33,0.20983,0.20794,0.78208,0.99635,1,0.995,0.99114,0.14157,0.13509,0.83305,0.00040707,0.00040707,0.00040707
194,1291,0.20882,0.21508,0.78903,0.99619,0.99677,0.995,0.99148,0.15507,0.13672,0.83293,0.000403404,0.000403404,0.000403404
195,1297.21,0.20431,0.19802,0.77989,0.99693,0.99616,0.995,0.99057,0.17474,0.14465,0.83359,0.000399738,0.000399738,0.000399738
196,1304.11,0.20599,0.21068,0.78684,0.99388,0.99865,0.995,0.99018,0.15532,0.13246,0.83275,0.000396071,0.000396071,0.000396071
197,1310.14,0.20596,0.2042,0.77748,0.99453,0.99216,0.99418,0.99024,0.16018,0.14788,0.83221,0.000392405,0.000392405,0.000392405
198,1317.39,0.21396,0.20514,0.78369,0.99375,0.99234,0.99452,0.98736,0.172,0.14961,0.83487,0.000388739,0.000388739,0.000388739
199,1323.65,0.20042,0.19051,0.79618,0.99723,1,0.995,0.99241,0.15255,0.12661,0.83196,0.000385073,0.000385073,0.000385073
200,1331.15,0.20825,0.20071,0.79402,0.99692,1,0.995,0.99319,0.13659,0.11888,0.83051,0.000381406,0.000381406,0.000381406
201,1337.46,0.1891,0.18678,0.76202,0.99569,1,0.995,0.99163,0.13838,0.12123,0.83012,0.00037774,0.00037774,0.00037774
202,1344.76,0.20414,0.19848,0.78209,0.9965,1,0.995,0.99236,0.13896,0.11725,0.83017,0.000374074,0.000374074,0.000374074
203,1351.01,0.19208,0.18761,0.77703,0.99721,1,0.995,0.99188,0.14029,0.12346,0.8312,0.000370407,0.000370407,0.000370407
204,1358.09,0.19992,0.1948,0.78511,0.99669,1,0.995,0.98774,0.15977,0.13052,0.83269,0.000366741,0.000366741,0.000366741
205,1364.51,0.19195,0.18952,0.78021,0.99717,1,0.995,0.99274,0.14232,0.12584,0.83302,0.000363075,0.000363075,0.000363075
206,1371.14,0.20043,0.18879,0.78441,0.99611,1,0.995,0.99211,0.13667,0.12034,0.8322,0.000359409,0.000359409,0.000359409
207,1377.86,0.20186,0.19548,0.77953,0.99628,0.99729,0.995,0.99185,0.14912,0.13372,0.83183,0.000355742,0.000355742,0.000355742
208,1383.96,0.20137,0.20146,0.77814,0.99707,0.99683,0.995,0.99315,0.14425,0.12466,0.82959,0.000352076,0.000352076,0.000352076
209,1390.97,0.1978,0.19531,0.78707,0.99472,1,0.995,0.98996,0.14348,0.12049,0.83197,0.00034841,0.00034841,0.00034841
210,1397.3,0.19882,0.19951,0.78194,0.9957,0.99955,0.995,0.99146,0.13811,0.13507,0.83163,0.000344743,0.000344743,0.000344743
211,1404.78,0.20799,0.20107,0.77762,0.9937,0.99666,0.995,0.98697,0.17018,0.17073,0.83323,0.000341077,0.000341077,0.000341077
212,1410.94,0.20875,0.20228,0.7982,0.99778,1,0.995,0.9922,0.1439,0.13921,0.83086,0.000337411,0.000337411,0.000337411
213,1418.45,0.19362,0.19084,0.78417,0.99785,1,0.995,0.98937,0.16339,0.14493,0.83334,0.000333744,0.000333744,0.000333744
214,1424.59,0.19038,0.18281,0.77843,0.9966,1,0.995,0.99006,0.1573,0.13094,0.83267,0.000330078,0.000330078,0.000330078
215,1431.92,0.21416,0.19752,0.78698,0.99583,1,0.995,0.99323,0.14749,0.13255,0.8306,0.000326412,0.000326412,0.000326412
216,1438.3,0.1962,0.18938,0.78514,0.9975,1,0.995,0.99231,0.13929,0.1219,0.83192,0.000322745,0.000322745,0.000322745
217,1444.9,0.19535,0.18871,0.76623,0.99812,1,0.995,0.99262,0.14515,0.1258,0.8316,0.000319079,0.000319079,0.000319079
218,1451.29,0.19719,0.18824,0.77614,0.99806,1,0.995,0.99356,0.14053,0.12565,0.83058,0.000315413,0.000315413,0.000315413
219,1457.93,0.20645,0.19933,0.78196,0.99751,1,0.995,0.99281,0.14498,0.13048,0.83063,0.000311747,0.000311747,0.000311747
220,1464.69,0.20267,0.19798,0.7803,0.998,1,0.995,0.98774,0.17545,0.15574,0.83664,0.00030808,0.00030808,0.00030808
221,1470.84,0.21613,0.20209,0.79145,0.99815,1,0.995,0.99325,0.14342,0.13485,0.8321,0.000304414,0.000304414,0.000304414
222,1477.99,0.21079,0.19917,0.78563,0.99819,1,0.995,0.98459,0.19456,0.14482,0.84075,0.000300748,0.000300748,0.000300748
223,1484.27,0.21475,0.19864,0.77631,0.99511,1,0.995,0.99245,0.13719,0.12376,0.82975,0.000297081,0.000297081,0.000297081
224,1491.67,0.20138,0.18823,0.77902,0.9971,1,0.995,0.99329,0.14967,0.11653,0.83294,0.000293415,0.000293415,0.000293415
225,1497.74,0.1835,0.17481,0.78563,0.99768,1,0.995,0.99138,0.13793,0.12068,0.83135,0.000289749,0.000289749,0.000289749
226,1505.08,0.19549,0.18771,0.78986,0.99789,1,0.995,0.9932,0.12951,0.10537,0.83041,0.000286083,0.000286083,0.000286083
227,1511.32,0.18889,0.18206,0.77825,0.99781,1,0.995,0.99174,0.14493,0.11359,0.8317,0.000282416,0.000282416,0.000282416
228,1518.58,0.18004,0.17921,0.77137,0.99788,1,0.995,0.99367,0.1265,0.11111,0.83054,0.00027875,0.00027875,0.00027875
229,1525.15,0.18748,0.17866,0.77988,0.99783,1,0.995,0.99169,0.14931,0.11976,0.83117,0.000275084,0.000275084,0.000275084
230,1531.84,0.18303,0.18062,0.78451,0.99813,1,0.995,0.9923,0.12431,0.10618,0.82997,0.000271417,0.000271417,0.000271417
231,1538.42,0.18439,0.18575,0.7933,0.99798,1,0.995,0.99423,0.12269,0.10357,0.82975,0.000267751,0.000267751,0.000267751
232,1544.56,0.17955,0.17508,0.77387,0.99724,1,0.995,0.99191,0.14873,0.1192,0.83173,0.000264085,0.000264085,0.000264085
233,1551.54,0.18473,0.17585,0.7708,0.99668,1,0.995,0.99057,0.16483,0.12094,0.83164,0.000260418,0.000260418,0.000260418
234,1557.82,0.18446,0.18254,0.7715,0.99727,1,0.995,0.99199,0.13662,0.11672,0.83108,0.000256752,0.000256752,0.000256752
235,1565.1,0.18623,0.17491,0.7906,0.99763,1,0.995,0.99167,0.15509,0.12004,0.83229,0.000253086,0.000253086,0.000253086
236,1571.24,0.17952,0.17648,0.776,0.99777,1,0.995,0.99345,0.1211,0.10599,0.83017,0.00024942,0.00024942,0.00024942
237,1578.72,0.19509,0.18705,0.77958,0.99753,1,0.995,0.99032,0.16268,0.1121,0.83208,0.000245753,0.000245753,0.000245753
238,1584.98,0.17372,0.16999,0.78168,0.99759,1,0.995,0.99279,0.13501,0.1046,0.83153,0.000242087,0.000242087,0.000242087
239,1592.31,0.19296,0.17978,0.76729,0.99787,1,0.995,0.99297,0.1407,0.11859,0.82965,0.000238421,0.000238421,0.000238421
240,1598.69,0.18806,0.17732,0.77308,0.99789,1,0.995,0.9921,0.13359,0.11604,0.8298,0.000234754,0.000234754,0.000234754
241,1605.67,0.17859,0.16612,0.78319,0.99763,1,0.995,0.99379,0.14334,0.11357,0.83073,0.000231088,0.000231088,0.000231088
242,1612.23,0.187,0.17725,0.77621,0.99754,1,0.995,0.9929,0.14261,0.10779,0.8306,0.000227422,0.000227422,0.000227422
243,1618.62,0.17721,0.1719,0.78216,0.99758,1,0.995,0.99272,0.13558,0.10573,0.83031,0.000223755,0.000223755,0.000223755
244,1625.1,0.18441,0.17566,0.78227,0.99773,1,0.995,0.99114,0.14207,0.11656,0.83082,0.000220089,0.000220089,0.000220089
245,1631.44,0.17984,0.17861,0.77468,0.9978,1,0.995,0.99325,0.12622,0.10248,0.83067,0.000216423,0.000216423,0.000216423
246,1638.6,0.1736,0.17149,0.77858,0.99788,1,0.995,0.99317,0.12802,0.11335,0.82989,0.000212757,0.000212757,0.000212757
247,1644.96,0.16914,0.16761,0.77953,0.99809,1,0.995,0.99317,0.12083,0.10528,0.82968,0.00020909,0.00020909,0.00020909
248,1652.31,0.16931,0.1707,0.78301,0.99809,1,0.995,0.99233,0.14559,0.11599,0.83057,0.000205424,0.000205424,0.000205424
249,1658.5,0.18803,0.18018,0.78679,0.99809,1,0.995,0.99258,0.11825,0.10536,0.82982,0.000201758,0.000201758,0.000201758
250,1666.03,0.18625,0.1795,0.78336,0.9981,1,0.995,0.99213,0.13633,0.10857,0.83009,0.000198091,0.000198091,0.000198091
251,1672.19,0.17114,0.1654,0.77889,0.99775,1,0.995,0.99327,0.11894,0.10479,0.8293,0.000194425,0.000194425,0.000194425
252,1679.48,0.16911,0.16577,0.77159,0.99746,1,0.995,0.99246,0.11798,0.0995,0.82985,0.000190759,0.000190759,0.000190759
253,1685.87,0.17315,0.16334,0.78485,0.99727,1,0.995,0.99199,0.11452,0.09634,0.82965,0.000187092,0.000187092,0.000187092
254,1692.68,0.17,0.17348,0.78403,0.99789,1,0.995,0.99246,0.11461,0.09841,0.82943,0.000183426,0.000183426,0.000183426
255,1699.35,0.16497,0.15781,0.779,0.99801,1,0.995,0.99224,0.1412,0.11322,0.83153,0.00017976,0.00017976,0.00017976
256,1705.49,0.17141,0.16799,0.78739,0.99801,1,0.995,0.99303,0.11786,0.09979,0.82903,0.000176094,0.000176094,0.000176094
257,1712.37,0.17777,0.17092,0.78312,0.99781,1,0.995,0.99334,0.1265,0.106,0.8304,0.000172427,0.000172427,0.000172427
258,1718.66,0.17781,0.17007,0.7756,0.9975,1,0.995,0.99343,0.11368,0.09765,0.82943,0.000168761,0.000168761,0.000168761
259,1725.94,0.17145,0.17268,0.77362,0.99777,1,0.995,0.99266,0.12912,0.10213,0.82972,0.000165095,0.000165095,0.000165095
260,1732.23,0.15678,0.15521,0.77665,0.99801,1,0.995,0.99258,0.12215,0.10063,0.83055,0.000161428,0.000161428,0.000161428
261,1739.69,0.16231,0.16235,0.77663,0.99797,1,0.995,0.99227,0.12078,0.10086,0.82952,0.000157762,0.000157762,0.000157762
262,1745.72,0.17461,0.16447,0.78808,0.9977,1,0.995,0.99267,0.11877,0.09715,0.82993,0.000154096,0.000154096,0.000154096
263,1753.15,0.15792,0.15637,0.77414,0.99754,1,0.995,0.99128,0.12679,0.10015,0.83081,0.000150429,0.000150429,0.000150429
264,1759.56,0.16293,0.16304,0.78628,0.99783,1,0.995,0.99221,0.12401,0.09607,0.82963,0.000146763,0.000146763,0.000146763
265,1766.75,0.15748,0.16365,0.77676,0.99819,1,0.995,0.99097,0.13393,0.10539,0.83087,0.000143097,0.000143097,0.000143097
266,1773.26,0.1668,0.166,0.78133,0.99842,1,0.995,0.99287,0.1101,0.09451,0.82885,0.000139431,0.000139431,0.000139431
267,1780.06,0.16794,0.17115,0.77983,0.99836,1,0.995,0.99246,0.12593,0.10412,0.82999,0.000135764,0.000135764,0.000135764
268,1786.5,0.1644,0.1672,0.77533,0.99823,1,0.995,0.99306,0.11863,0.10045,0.82906,0.000132098,0.000132098,0.000132098
269,1793.04,0.17353,0.16398,0.78385,0.99794,1,0.995,0.99263,0.12055,0.09545,0.8295,0.000128432,0.000128432,0.000128432
270,1799.78,0.17554,0.16655,0.7756,0.99784,1,0.995,0.99375,0.10911,0.09627,0.82897,0.000124765,0.000124765,0.000124765
271,1806.12,0.17455,0.16172,0.77961,0.99781,1,0.995,0.99214,0.12289,0.09495,0.82931,0.000121099,0.000121099,0.000121099
272,1813.13,0.1729,0.16717,0.78058,0.99782,1,0.995,0.99363,0.12452,0.10005,0.82982,0.000117433,0.000117433,0.000117433
273,1819.51,0.16929,0.16042,0.77216,0.99781,1,0.995,0.99368,0.11031,0.09454,0.82921,0.000113766,0.000113766,0.000113766
274,1827.03,0.15591,0.15601,0.76572,0.99787,1,0.995,0.9932,0.11062,0.09655,0.82952,0.0001101,0.0001101,0.0001101
275,1833.16,0.15936,0.15658,0.7874,0.99804,1,0.995,0.99246,0.12442,0.09569,0.82978,0.000106434,0.000106434,0.000106434
276,1840.69,0.16389,0.16332,0.77355,0.9981,1,0.995,0.99357,0.10603,0.08966,0.82895,0.000102768,0.000102768,0.000102768
277,1846.67,0.16134,0.15081,0.77618,0.99804,1,0.995,0.99357,0.10933,0.09401,0.82918,9.91012e-05,9.91012e-05,9.91012e-05
278,1854.07,0.16212,0.15979,0.77453,0.99801,1,0.995,0.99361,0.10974,0.0891,0.82864,9.54349e-05,9.54349e-05,9.54349e-05
279,1860.38,0.16331,0.15482,0.78289,0.99798,1,0.995,0.99372,0.10695,0.09144,0.82921,9.17686e-05,9.17686e-05,9.17686e-05
280,1866.94,0.16193,0.16095,0.76599,0.99785,1,0.995,0.99304,0.11749,0.0926,0.82898,8.81023e-05,8.81023e-05,8.81023e-05
281,1873.23,0.15793,0.15681,0.7733,0.99799,1,0.995,0.99372,0.1104,0.08865,0.82972,8.4436e-05,8.4436e-05,8.4436e-05
282,1879.6,0.17194,0.16395,0.78103,0.99797,1,0.995,0.99322,0.10958,0.08951,0.82923,8.07697e-05,8.07697e-05,8.07697e-05
283,1886.43,0.15179,0.14968,0.77508,0.99794,1,0.995,0.99358,0.11163,0.08978,0.82915,7.71034e-05,7.71034e-05,7.71034e-05
284,1892.61,0.1577,0.15796,0.78315,0.99789,1,0.995,0.99322,0.10972,0.0893,0.82872,7.34371e-05,7.34371e-05,7.34371e-05
285,1899.97,0.16265,0.1656,0.78206,0.99801,1,0.995,0.99286,0.11326,0.09079,0.82958,6.97708e-05,6.97708e-05,6.97708e-05
286,1906.08,0.14694,0.14459,0.77877,0.9982,1,0.995,0.99286,0.10601,0.08328,0.82871,6.61045e-05,6.61045e-05,6.61045e-05
287,1913.63,0.15804,0.1483,0.77082,0.99821,1,0.995,0.99321,0.10715,0.08773,0.8291,6.24382e-05,6.24382e-05,6.24382e-05
288,1919.67,0.15091,0.14948,0.77858,0.99818,1,0.995,0.99357,0.10601,0.08773,0.82911,5.87719e-05,5.87719e-05,5.87719e-05
289,1926.68,0.15609,0.15206,0.78288,0.9982,1,0.995,0.99356,0.10581,0.08617,0.82885,5.51056e-05,5.51056e-05,5.51056e-05
290,1933.05,0.14815,0.14389,0.7856,0.9981,1,0.995,0.99357,0.10494,0.08564,0.82859,5.14393e-05,5.14393e-05,5.14393e-05
291,1945.39,0.15328,0.19486,0.7716,0.99804,1,0.995,0.99356,0.11342,0.09095,0.82885,4.7773e-05,4.7773e-05,4.7773e-05
292,1952.14,0.15133,0.15666,0.76827,0.99794,1,0.995,0.99316,0.12041,0.10451,0.82929,4.41067e-05,4.41067e-05,4.41067e-05
293,1959.27,0.14633,0.15085,0.76204,0.9978,1,0.995,0.99315,0.11481,0.10752,0.82915,4.04404e-05,4.04404e-05,4.04404e-05
294,1965.26,0.13,0.1399,0.7602,0.9978,1,0.995,0.99221,0.11252,0.10695,0.82882,3.67741e-05,3.67741e-05,3.67741e-05
295,1972.74,0.13261,0.14149,0.78141,0.99793,1,0.995,0.99283,0.11538,0.10864,0.82887,3.31078e-05,3.31078e-05,3.31078e-05
296,1978.65,0.12773,0.13115,0.7558,0.99777,1,0.995,0.99166,0.12163,0.1114,0.82963,2.94415e-05,2.94415e-05,2.94415e-05
297,1985.92,0.14012,0.1432,0.76859,0.99785,1,0.995,0.99286,0.11525,0.1076,0.82927,2.57752e-05,2.57752e-05,2.57752e-05
298,1992.02,0.12944,0.13444,0.77745,0.99796,1,0.995,0.99285,0.11163,0.10473,0.82895,2.21089e-05,2.21089e-05,2.21089e-05
299,1998.31,0.12759,0.12806,0.77681,0.99785,1,0.995,0.99283,0.11642,0.10531,0.82921,1.84426e-05,1.84426e-05,1.84426e-05
300,2004.81,0.12753,0.13169,0.75477,0.99793,1,0.995,0.99195,0.11678,0.10443,0.82936,1.47763e-05,1.47763e-05,1.47763e-05
